week,category,weekly_rank,show_title,season_title,weekly_hours_viewed,runtime,weekly_views,cumulative_weeks_in_top_10,is_staggered_launch,episode_launch_details
12/24/23,TV (English),10,Squid Game: The Challenge,Squid Game: The Challenge: Season 1,12000000,8.1667,1500000,5,FALSE,
12/24/23,TV (Non-English),1,Yu Yu Hakusho,Yu Yu Hakusho: Season 1,26100000,4.1833,6200000,2,FALSE,
12/24/23,TV (Non-English),2,My Demon,My Demon: Limited Series,36100000,0,3600000,5,TRUE,"[{""episodesLaunched"":8,""countryList"":[""PY"",""CO"",""DO"",""CR"",""UY"",""HN"",""AR"",""NI"",""MX"",""PA"",""BR"",""VE"",""EC"",""BZ"",""GT"",""GQ"",""PE"",""CL"",""SV"",""BO"",""PR"",""CU""]},{""episodesLaunched"":10,""countryList"":[""MG"",""SM"",""NP"",""NF"",""JP"",""JM"",""BH"",""TZ"",""AQ"",""BD"",""UM"",""TW"",""DZ"",""TG"",""MZ"",""BJ"",""MC"",""TR"",""IM"",""YE"",""SS"",""LR"",""SK"",""NO"",""TL"",""MT"",""MS"",""ZM"",""ES"",""HM"",""JE"",""TH"",""PN"",""CV"",""SN"",""KI"",""SC"",""GB"",""MV"",""CD"",""BQ"",""IO"",""ZW"",""KH"",""CY"",""AW"",""YT"",""VN"",""LA"",""MU"",""SZ"",""OM"",""EE"",""CC"",""ST"",""CI"",""PL"",""SR"",""FK"",""MN"",""TM"",""GW"",""PT"",""MK"",""JO"",""AO"",""DJ"",""AU"",""GM"",""BW"",""SL"",""UA"",""KM"",""BB"",""KG"",""ID"",""LK"",""VG"",""IR"",""IS"",""HR"",""NU"",""MO"",""BL"",""NA"",""NG"",""BG"",""PF"",""DE"",""LU"",""RW"",""GL"",""BT"",""MA"",""GS"",""GF"",""SD"",""TN"",""AT"",""CK"",""SH"",""KW"",""GU"",""TV"",""GR"",""PK"",""IE"",""GE"",""KN"",""ML"",""MW"",""EH"",""SG"",""LB"",""LC"",""CG"",""BN"",""ME"",""VA"",""AM"",""GD"",""IL"",""LI"",""NE"",""AF"",""CA"",""BY"",""PS"",""CF"",""RS"",""VC"",""AL"",""AD"",""SB"",""TJ"",""BE"",""UZ"",""NZ"",""RU"",""DM"",""GN"",""RE"",""KZ"",""HK"",""AI"",""SI"",""MM"",""DK"",""AS"",""NC"",""SE"",""ET"",""FJ"",""LY"",""FO"",""TK"",""TT"",""BS"",""SA"",""CM"",""BI"",""FM"",""MR"",""QA"",""UG"",""AZ"",""BA"",""HT"",""MF"",""SO"",""GI"",""GA"",""CW"",""RO"",""GH"",""MQ"",""WS"",""FI"",""MD"",""NL"",""HU"",""VU"",""PM"",""PH"",""KE"",""LV"",""GY"",""PG"",""ER"",""IN"",""MY"",""CH"",""IT"",""GP"",""ZA"",""PW"",""SX"",""MH"",""TC"",""US"",""TD"",""KR"",""GG"",""BF"",""LT"",""MP"",""CZ"",""IQ"",""VI"",""KY"",""WF"",""BM"",""EG"",""LS"",""TO"",""AE"",""AG"",""FR"",""CX"",""NR""]}]"
12/24/23,TV (Non-English),3,Gyeongseong Creature,Gyeongseong Creature: Season 1,24000000,7.9833,3000000,1,FALSE,
12/24/23,TV (Non-English),4,Single’s Inferno,Single’s Inferno: Season 3,18200000,6.2,2900000,2,FALSE,
12/24/23,TV (Non-English),5,High Tides,High Tides: Season 1,14500000,5.7667,2500000,3,FALSE,
12/24/23,TV (Non-English),6,The Golden Hour,The Golden Hour: Season 1,12200000,4.8833,2500000,1,FALSE,
12/24/23,TV (Non-English),7,True Beauty,True Beauty: Limited Series,47100000,20.0167,2400000,4,FALSE,
12/24/23,TV (Non-English),8,Dubai Bling,Dubai Bling: Season 2,12300000,6.4833,1900000,2,FALSE,
12/24/23,TV (Non-English),9,Blood Coast,Blood Coast: Season 1,9800000,5.2833,1900000,3,FALSE,
12/24/23,TV (Non-English),10,Love is Blind Brazil: After the Altar,N/A,2500000,1.4333,1700000,1,FALSE,
12/17/23,Films (English),1,Leave the World Behind,N/A,106200000,2.3667,44900000,2,FALSE,
12/17/23,Films (English),2,Chicken Run: Dawn of the Nugget,N/A,20300000,1.7,11900000,1,FALSE,
12/17/23,Films (English),3,Leo,N/A,16800000,1.7833,9400000,4,FALSE,
12/17/23,Films (English),4,Family Switch,N/A,16600000,1.7667,9400000,3,FALSE,
12/17/23,Films (English),5,The Super Mario Bros. Movie,N/A,13700000,1.5333,8900000,3,FALSE,
12/17/23,Films (English),6,Underwater,N/A,9200000,1.5833,5800000,1,FALSE,
12/17/23,Films (English),7,Old,N/A,10000000,1.8,5600000,1,FALSE,
12/17/23,Films (English),8,Christmas as Usual,N/A,7100000,1.4833,4800000,2,FALSE,
12/17/23,Films (English),9,Dr. Seuss' The Grinch,N/A,5700000,1.4333,4000000,5,FALSE,
12/17/23,Films (English),10,Holiday in the Vineyards,N/A,6900000,1.7833,3900000,1,FALSE,
12/17/23,Films (Non-English),1,Blood Vessel,N/A,8800000,1.9833,4400000,2,FALSE,
12/17/23,Films (Non-English),2,Stolen Vacation,N/A,3200000,1.5333,2100000,2,FALSE,
12/17/23,Films (Non-English),3,Dhak Dhak,N/A,3700000,2.2833,1600000,1,FALSE,
12/17/23,Films (Non-English),4,The Archies,N/A,3100000,2.4,1300000,2,FALSE,
12/17/23,Films (Non-English),5,Don't Buy the Seller,N/A,2100000,1.7,1200000,1,FALSE,
12/17/23,Films (Non-English),6,Familia,N/A,1800000,1.7667,1000000,1,FALSE,
12/17/23,Films (Non-English),7,NAGA,N/A,1900000,1.8833,1000000,1,FALSE,
12/17/23,Films (Non-English),8,Nowhere,N/A,1800000,1.8167,1000000,9,FALSE,
12/17/23,Films (Non-English),9,Women on the Edge,N/A,1400000,1.5833,900000,3,FALSE,
12/17/23,Films (Non-English),10,Japan,N/A,2200000,2.5667,900000,1,FALSE,
12/17/23,TV (English),1,My Life With the Walter Boys,My Life With the Walter Boys: Season 1,97500000,7.6167,12800000,2,FALSE,
12/17/23,TV (English),2,The Crown,The Crown: Season 6,50900000,8.75,5800000,5,FALSE,
12/17/23,TV (English),3,Obliterated,Obliterated: Season 1,35600000,6.8333,5200000,3,FALSE,
12/17/23,TV (English),4,World War II: From the Frontlines,World War II: From the Frontlines: Season 1,21200000,4.85,4400000,2,FALSE,
12/17/23,TV (English),5,Squid Game: The Challenge,Squid Game: The Challenge: Season 1,24900000,8.1667,3000000,4,FALSE,
12/17/23,TV (English),6,Car Masters: Rust to Riches,Car Masters: Rust to Riches: Season 5,12900000,5.3,2400000,1,FALSE,
12/17/23,TV (English),7,Bad Surgeon: Love Under the Knife,Bad Surgeon: Love Under the Knife: Season 1,6100000,2.6667,2300000,3,FALSE,
12/17/23,TV (English),8,CoComelon Lane,CoComelon Lane: Season 1,7800000,3.9167,2000000,4,FALSE,
12/17/23,TV (English),9,Young Sheldon,Young Sheldon: Season 1,11600000,7.2167,1600000,4,FALSE,
12/17/23,TV (English),10,School Spirits,School Spirits: Season 1,8900000,6.2,1400000,1,FALSE,
12/17/23,TV (Non-English),1,Yu Yu Hakusho,Yu Yu Hakusho: Season 1,32100000,4.1833,7700000,1,FALSE,
12/17/23,TV (Non-English),2,My Demon,My Demon: Limited Series,33600000,0,4200000,4,TRUE,"[{""episodesLaunched"":6,""countryList"":[""VE"",""GT"",""CL"",""AR"",""PA"",""SV"",""PE"",""BZ"",""PY"",""UY"",""MX"",""CO"",""NI"",""GQ"",""CU"",""CR"",""PR"",""HN"",""DO"",""BO"",""BR"",""EC""]},{""episodesLaunched"":8,""countryList"":[""GS"",""SO"",""BD"",""UM"",""NA"",""SA"",""US"",""MV"",""AL"",""CM"",""EE"",""LR"",""MK"",""CK"",""RU"",""YT"",""IE"",""NG"",""HK"",""SS"",""FI"",""MD"",""NL"",""TH"",""HR"",""NU"",""AS"",""TR"",""SN"",""KW"",""ID"",""RW"",""PW"",""MH"",""TC"",""PH"",""IS"",""SK"",""MZ"",""KE"",""LV"",""BT"",""MW"",""LK"",""JP"",""BJ"",""GU"",""KI"",""NZ"",""AW"",""EH"",""RO"",""TK"",""AT"",""ER"",""IN"",""MY"",""AZ"",""BA"",""HT"",""MF"",""RE"",""GW"",""AO"",""DJ"",""UG"",""VA"",""GE"",""KN"",""AI"",""SI"",""AD"",""KZ"",""PN"",""FM"",""BL"",""NP"",""JO"",""LY"",""TW"",""GL"",""SD"",""TM"",""KM"",""AF"",""CA"",""WS"",""MC"",""NO"",""TL"",""GR"",""PK"",""KH"",""QA"",""EG"",""LS"",""MG"",""SM"",""VI"",""MR"",""IM"",""YE"",""NE"",""LU"",""SB"",""UA"",""GB"",""SL"",""CX"",""BS"",""TV"",""NC"",""CV"",""CW"",""BF"",""LT"",""ES"",""HM"",""JE"",""FK"",""MN"",""DZ"",""OM"",""GM"",""TJ"",""VG"",""DE"",""AQ"",""JM"",""HU"",""AE"",""IL"",""LI"",""SR"",""IQ"",""LA"",""MU"",""SZ"",""NR"",""DM"",""ZM"",""PM"",""FR"",""SC"",""BW"",""CD"",""ET"",""BN"",""ME"",""CC"",""ST"",""BE"",""UZ"",""ZW"",""BH"",""TZ"",""BY"",""PS"",""SE"",""SH"",""GF"",""MP"",""VN"",""VU"",""IO"",""DK"",""GA"",""GH"",""GG"",""TG"",""TD"",""CF"",""RS"",""VC"",""GN"",""CH"",""MT"",""TT"",""AG"",""MA"",""LB"",""CI"",""PL"",""MQ"",""GY"",""PG"",""IT"",""SG"",""FJ"",""MO"",""GD"",""NF"",""PT"",""BQ"",""PF"",""CG"",""GP"",""ZA"",""LC"",""MS"",""AU"",""CZ"",""BI"",""KR"",""KY"",""CY"",""SX"",""TO"",""WF"",""TN"",""BG"",""FO"",""AM"",""IR"",""ML"",""MM"",""BB"",""KG"",""BM"",""GI""]}]"
12/17/23,TV (Non-English),3,Blood Coast,Blood Coast: Season 1,19900000,5.2833,3800000,2,FALSE,
12/17/23,TV (Non-English),4,Single’s Inferno,Single’s Inferno: Season 3,11900000,3.3,3600000,1,FALSE,
12/17/23,TV (Non-English),5,High Tides,High Tides: Season 1,19100000,5.7667,3300000,2,FALSE,
12/17/23,TV (Non-English),6,True Beauty,True Beauty: Limited Series,63500000,20.0167,3200000,3,FALSE,
12/17/23,TV (Non-English),7,A Nearly Normal Family,A Nearly Normal Family: Limited Series,12200000,4.5333,2700000,4,FALSE,
12/17/23,TV (Non-English),8,If I Were Luísa Sonza,If I Were Luísa Sonza: Season 1,4000000,1.85,2200000,1,FALSE,
12/17/23,TV (Non-English),9,Dubai Bling,Dubai Bling: Season 2,12600000,6.4833,1900000,1,FALSE,
12/17/23,TV (Non-English),10,Welcome to Samdal-ri,Welcome to Samdal-ri: Limited Series,11000000,0,1900000,2,TRUE,"[{""episodesLaunched"":6,""countryList"":[""SL"",""BG"",""SO"",""NA"",""TZ"",""GI"",""KW"",""LB"",""LT"",""ER"",""ES"",""YE"",""RO"",""TT"",""AQ"",""FR"",""KE"",""RW"",""UA"",""CG"",""AF"",""DJ"",""IO"",""SK"",""MT"",""AI"",""TM"",""DE"",""HR"",""SS"",""JM"",""US"",""LV"",""GN"",""AZ"",""AL"",""GR"",""OM"",""PM"",""EH"",""GL"",""LS"",""PS"",""ET"",""SN"",""VA"",""VG"",""IM"",""CW"",""FI"",""GP"",""GS"",""KN"",""SA"",""IS"",""MH"",""ME"",""UG"",""VC"",""BS"",""GU"",""TJ"",""MR"",""BA"",""MA"",""FK"",""FO"",""BW"",""EE"",""ZW"",""GY"",""SM"",""TG"",""BJ"",""EG"",""RS"",""MK"",""GE"",""RU"",""BY"",""ZM"",""MW"",""ST"",""GW"",""GD"",""BH"",""IT"",""LI"",""PT"",""SR"",""GB"",""CF"",""LC"",""SX"",""NL"",""CI"",""MD"",""NE"",""MZ"",""SE"",""SI"",""PL"",""HM"",""SH"",""GH"",""LU"",""DM"",""IE"",""TC"",""UZ"",""BI"",""KZ"",""FM"",""CY"",""JE"",""IL"",""RE"",""CM"",""AW"",""TN"",""MP"",""BE"",""DK"",""AO"",""BL"",""QA"",""MS"",""PW"",""PK"",""MG"",""BM"",""CH"",""SD"",""YT"",""KG"",""NO"",""CD"",""CV"",""BQ"",""NG"",""BB"",""AE"",""GM"",""GG"",""ML"",""LY"",""LR"",""SC"",""AM"",""JO"",""VI"",""MC"",""GA"",""AS"",""GF"",""AG"",""HU"",""MU"",""KY"",""IR"",""BF"",""CZ"",""IQ"",""DZ"",""TR"",""CA"",""HT"",""TD"",""MQ"",""AD"",""AT"",""KM"",""SZ"",""ZA"",""MF""]},{""episodesLaunched"":5,""countryList"":[""FJ"",""TK"",""NZ"",""IN"",""NU"",""TO"",""TV"",""BT"",""PN"",""TL"",""CX"",""TW"",""BN"",""MO"",""KH"",""MM"",""AU"",""VU"",""MV"",""CK"",""WS"",""UM"",""ID"",""SG"",""LA"",""KI"",""HK"",""TH"",""JP"",""MN"",""NP"",""PG"",""NF"",""KR"",""SB"",""PH"",""NR"",""LK"",""BD"",""NC"",""CC"",""WF"",""MY"",""VN"",""PF""]}]"
12/10/23,Films (English),1,Leave the World Behind,N/A,98700000,2.3667,41700000,1,FALSE,
12/10/23,Films (English),2,Family Switch,N/A,32900000,1.7667,18600000,2,FALSE,
12/10/23,Films (English),3,Leo,N/A,25400000,1.7833,14200000,3,FALSE,
12/10/23,Films (English),4,The Super Mario Bros. Movie,N/A,20300000,1.5333,13200000,2,FALSE,
12/10/23,Films (English),5,Catering Christmas,N/A,12500000,1.4333,8700000,2,FALSE,
12/10/23,Films (English),6,Nobody,N/A,10600000,1.5333,6900000,1,FALSE,
12/10/23,Films (English),7,Christmas as Usual,N/A,10000000,1.4833,6700000,1,FALSE,
12/10/23,Films (English),8,The Fast and the Furious,N/A,11200000,1.7667,6300000,1,FALSE,
12/10/23,Films (English),9,The Fate of the Furious,N/A,13700000,2.2667,6000000,1,FALSE,
12/10/23,Films (English),10,B&B Merry,N/A,6300000,1.3667,4600000,1,FALSE,
12/10/23,Films (Non-English),1,Mission Raniganj: The Great Bharat Rescue,N/A,5700000,2.25,2500000,2,FALSE,
12/10/23,Films (Non-English),2,Stolen Vacation,N/A,3800000,1.5333,2500000,1,FALSE,
12/10/23,Films (Non-English),3,The Archies,N/A,5200000,2.4,2200000,1,FALSE,
12/10/23,Films (Non-English),4,Women on the Edge,N/A,3000000,1.5833,1900000,2,FALSE,
12/10/23,Films (Non-English),5,The Three Musketeers: D'Artagnan,N/A,3700000,2.0167,1800000,2,FALSE,
12/10/23,Films (Non-English),6,Last Call for Istanbul,N/A,2700000,1.5167,1800000,3,FALSE,
12/10/23,Films (Non-English),7,Thank You for Coming,N/A,2900000,1.9667,1500000,1,FALSE,
12/10/23,Films (Non-English),8,Concrete Utopia,N/A,3100000,2.1667,1400000,1,FALSE,
12/10/23,Films (Non-English),9,Hard Days,N/A,2500000,1.9667,1300000,1,FALSE,
12/10/23,Films (Non-English),10,Blood Vessel,N/A,2400000,1.9833,1200000,1,FALSE,
12/10/23,TV (English),1,Obliterated,Obliterated: Season 1,61500000,6.8333,9000000,2,FALSE,
12/10/23,TV (English),2,My Life With the Walter Boys,My Life With the Walter Boys: Season 1,57400000,7.6167,7500000,1,FALSE,
12/10/23,TV (English),3,Squid Game: The Challenge,Squid Game: The Challenge: Season 1,54100000,8.1667,6600000,3,FALSE,
12/10/23,TV (English),4,Bad Surgeon: Love Under the Knife,Bad Surgeon: Love Under the Knife: Season 1,13300000,2.6667,5000000,2,FALSE,
12/10/23,TV (English),5,World War II: From the Frontlines,World War II: From the Frontlines: Season 1,20300000,4.85,4200000,1,FALSE,
12/10/23,TV (English),6,The Crown,The Crown: Season 6,8200000,3.3167,2500000,4,FALSE,
12/10/23,TV (English),7,CoComelon Lane,CoComelon Lane: Season 1,9500000,3.9167,2400000,3,FALSE,
12/10/23,TV (English),8,Virgin River,Virgin River: Season 5,20300000,9.2667,2200000,8,FALSE,
12/10/23,TV (English),9,Young Sheldon,Young Sheldon: Season 1,13900000,7.2167,1900000,3,FALSE,
12/10/23,TV (English),10,Young Sheldon,Young Sheldon: Season 2,10300000,7.1667,1400000,2,FALSE,
12/10/23,TV (Non-English),1,Blood Coast,Blood Coast: Season 1,29400000,5.2833,5600000,1,FALSE,
12/10/23,TV (Non-English),2,A Nearly Normal Family,A Nearly Normal Family: Limited Series,24500000,4.5333,5400000,3,FALSE,
12/10/23,TV (Non-English),3,My Demon,My Demon: Limited Series,28000000,0,4900000,3,TRUE,"[{""episodesLaunched"":6,""countryList"":[""MT"",""NG"",""GU"",""AM"",""SC"",""FR"",""GD"",""RU"",""RO"",""NR"",""AT"",""SR"",""UG"",""KI"",""UA"",""VI"",""AI"",""SI"",""NE"",""TV"",""LC"",""ER"",""IN"",""MY"",""GY"",""PG"",""JM"",""AD"",""PH"",""FM"",""GG"",""AE"",""CX"",""BF"",""LT"",""DZ"",""KE"",""LV"",""BE"",""UZ"",""TO"",""MQ"",""CW"",""CG"",""AF"",""CA"",""SO"",""BN"",""ME"",""EE"",""TD"",""CY"",""TT"",""WF"",""HK"",""IQ"",""BQ"",""SB"",""IO"",""HR"",""NU"",""AL"",""SD"",""MK"",""US"",""SA"",""ML"",""IR"",""IS"",""BL"",""SG"",""DM"",""RE"",""BH"",""TZ"",""CD"",""LU"",""VA"",""FI"",""MD"",""NL"",""GR"",""PK"",""VN"",""SS"",""AQ"",""VU"",""GP"",""ZA"",""JO"",""IT"",""BG"",""PN"",""BT"",""SX"",""GE"",""KN"",""JE"",""DE"",""PF"",""MM"",""AZ"",""BA"",""HT"",""MF"",""ID"",""BS"",""HU"",""AU"",""CK"",""MC"",""AW"",""BD"",""UM"",""LB"",""LA"",""MU"",""SZ"",""TM"",""ZW"",""MO"",""KH"",""GN"",""LR"",""FJ"",""CF"",""RS"",""VC"",""BW"",""MV"",""TG"",""MA"",""GM"",""QA"",""MP"",""KM"",""EG"",""LS"",""TN"",""MZ"",""PW"",""NA"",""TH"",""TK"",""KY"",""BB"",""KG"",""KR"",""IE"",""NF"",""NP"",""CZ"",""CC"",""ST"",""FK"",""MN"",""BM"",""NZ"",""KZ"",""DK"",""TW"",""GH"",""ZM"",""SK"",""NC"",""KW"",""EH"",""CI"",""PL"",""MW"",""SE"",""MR"",""IM"",""YE"",""BI"",""LY"",""PM"",""JP"",""GA"",""CH"",""OM"",""AO"",""DJ"",""ET"",""PT"",""GW"",""GS"",""MG"",""SM"",""CV"",""VG"",""AG"",""AS"",""TR"",""SL"",""TJ"",""WS"",""LK"",""ES"",""HM"",""SN"",""NO"",""TL"",""GF"",""MS"",""GL"",""GI"",""SH"",""YT"",""IL"",""LI"",""GB"",""FO"",""MH"",""TC"",""BY"",""PS"",""CM"",""RW"",""BJ""]},{""episodesLaunched"":4,""countryList"":[""CR"",""PY"",""PR"",""BZ"",""NI"",""EC"",""MX"",""UY"",""GQ"",""AR"",""CU"",""PA"",""DO"",""BO"",""VE"",""CO"",""SV"",""HN"",""BR"",""GT"",""CL"",""PE""]}]"
12/10/23,TV (Non-English),4,Sweet Home,Sweet Home: Season 2,37100000,9.5167,3900000,2,FALSE,
12/10/23,TV (Non-English),5,Welcome to Samdal-ri,Welcome to Samdal-ri: Limited Series,8200000,0,2300000,1,TRUE,"[{""episodesLaunched"":4,""countryList"":[""IS"",""PW"",""TM"",""EE"",""PT"",""BI"",""KZ"",""RW"",""AF"",""JM"",""US"",""VA"",""VG"",""DZ"",""PS"",""ZW"",""BM"",""SR"",""BJ"",""AL"",""SL"",""TG"",""ER"",""NA"",""ME"",""SI"",""MQ"",""AG"",""BS"",""CY"",""AD"",""SH"",""PL"",""SX"",""MF"",""FI"",""GP"",""GS"",""KN"",""CZ"",""IQ"",""KG"",""AZ"",""YE"",""AE"",""GM"",""EH"",""MU"",""FK"",""GB"",""BG"",""FO"",""EG"",""GN"",""TZ"",""LU"",""BQ"",""NG"",""DJ"",""IO"",""QA"",""BA"",""BY"",""ZM"",""SS"",""MA"",""KE"",""CA"",""IE"",""CI"",""MD"",""KY"",""IT"",""CH"",""SD"",""YT"",""RO"",""TT"",""CM"",""GW"",""ET"",""MG"",""MC"",""LV"",""LR"",""SC"",""ES"",""BH"",""LS"",""JO"",""VI"",""IL"",""RE"",""GY"",""AQ"",""JE"",""DE"",""MZ"",""UA"",""NO"",""BW"",""TN"",""HT"",""GE"",""RU"",""MH"",""SN"",""AO"",""BL"",""BB"",""NL"",""CF"",""LC"",""GD"",""SO"",""RS"",""HR"",""MT"",""TR"",""MS"",""LI"",""BE"",""DK"",""IR"",""BF"",""MP"",""GA"",""LY"",""MR"",""MW"",""SK"",""CW"",""AT"",""KM"",""SZ"",""ZA"",""CD"",""CV"",""NE"",""HU"",""DM"",""SE"",""VC"",""PK"",""HM"",""GR"",""GI"",""KW"",""LB"",""LT"",""CG"",""AW"",""GU"",""TJ"",""TD"",""SA"",""GL"",""AI"",""GG"",""FR"",""ML"",""ST"",""GH"",""UG"",""TC"",""UZ"",""SM"",""IM"",""FM"",""OM"",""PM"",""AS"",""GF"",""AM"",""MK""]},{""episodesLaunched"":3,""countryList"":[""NC"",""PH"",""KI"",""LK"",""FJ"",""NP"",""SB"",""IN"",""PN"",""WS"",""PG"",""VU"",""WF"",""AU"",""ID"",""PF"",""BD"",""MM"",""MV"",""BT"",""UM"",""KR"",""TH"",""BN"",""SG"",""LA"",""MO"",""HK"",""NZ"",""MY"",""MN"",""NF"",""CX"",""NR"",""NU"",""TO"",""TV"",""CK"",""TW"",""TK"",""VN"",""TL"",""JP"",""KH"",""CC""]}]"
12/10/23,TV (Non-English),6,Criminal Code,Criminal Code: Season 1,15300000,7.7667,2000000,4,FALSE,
12/10/23,TV (Non-English),7,Sweet Home,Sweet Home: Season 1,16600000,8.6,1900000,1,FALSE,
12/10/23,TV (Non-English),8,Castaway Diva,Castaway Diva: Limited Series,16600000,0,1200000,6,TRUE,"[{""episodesLaunched"":10,""countryList"":[""PY"",""NI"",""SV"",""PE"",""MX"",""BR"",""UY"",""BZ"",""BO"",""DO"",""CL"",""GQ"",""PR"",""CU"",""VE"",""CR"",""HN"",""AR"",""EC"",""GT"",""PA"",""CO""]},{""episodesLaunched"":12,""countryList"":[""SL"",""RE"",""DM"",""HT"",""UA"",""MG"",""LI"",""SC"",""AO"",""YT"",""UG"",""CV"",""CH"",""JO"",""TT"",""AS"",""TC"",""FJ"",""GA"",""MH"",""BF"",""IN"",""LC"",""NG"",""ID"",""JM"",""RS"",""KR"",""UZ"",""FO"",""PL"",""ST"",""BW"",""AZ"",""ME"",""AW"",""CF"",""DK"",""PT"",""IM"",""HR"",""ER"",""IT"",""VN"",""JE"",""MW"",""AT"",""GR"",""WS"",""AM"",""GS"",""ZA"",""CC"",""GP"",""AG"",""AE"",""MM"",""IL"",""FM"",""SX"",""KZ"",""GD"",""FR"",""RW"",""BN"",""GI"",""MF"",""KW"",""ZM"",""EE"",""RU"",""MU"",""SS"",""GH"",""TR"",""NU"",""WF"",""PW"",""IR"",""SG"",""MC"",""TJ"",""GW"",""TW"",""ZW"",""LU"",""MS"",""BE"",""MA"",""EG"",""SK"",""VI"",""KH"",""ML"",""NE"",""SN"",""YE"",""GN"",""KN"",""SR"",""PS"",""KM"",""AD"",""CZ"",""MK"",""BJ"",""BB"",""GE"",""PN"",""MZ"",""GB"",""LR"",""MD"",""TG"",""DZ"",""IE"",""TO"",""BM"",""MO"",""DE"",""ES"",""KE"",""LT"",""PK"",""OM"",""MP"",""AU"",""MN"",""NO"",""SA"",""MQ"",""LY"",""CI"",""TN"",""KI"",""AQ"",""IS"",""CY"",""LB"",""SM"",""BD"",""CK"",""BI"",""GG"",""CW"",""NL"",""FK"",""QA"",""DJ"",""NZ"",""MR"",""TM"",""AF"",""PM"",""HK"",""NF"",""UM"",""EH"",""VA"",""SZ"",""HM"",""TZ"",""SB"",""BG"",""SD"",""MY"",""BL"",""LS"",""LK"",""MV"",""SI"",""SO"",""PF"",""RO"",""FI"",""LV"",""NR"",""AL"",""BA"",""CA"",""NC"",""ET"",""GY"",""BS"",""MT"",""TK"",""VC"",""BH"",""NP"",""GU"",""LA"",""KY"",""GL"",""KG"",""NA"",""BQ"",""PH"",""TL"",""BY"",""SH"",""BT"",""GF"",""CX"",""PG"",""TV"",""VG"",""SE"",""AI"",""CG"",""HU"",""IQ"",""CM"",""GM"",""VU"",""JP"",""TD"",""TH"",""CD"",""IO"",""US""]}]"
12/10/23,TV (Non-English),9,I Hate Christmas,I Hate Christmas: Season 2,3700000,3.3,1100000,1,FALSE,
12/10/23,TV (Non-English),10,High Tides,High Tides: Season 1,6400000,5.7667,1100000,1,FALSE,
12/3/23,Films (English),1,Leo,N/A,42100000,1.7833,23600000,2,FALSE,
12/3/23,Films (English),2,Family Switch,N/A,39200000,1.7667,22200000,1,FALSE,
12/3/23,Films (English),3,Best. Christmas. Ever!,N/A,9600000,1.3667,7000000,3,FALSE,
12/3/23,Films (English),4,Catering Christmas,N/A,6600000,1.4333,4600000,1,FALSE,
12/3/23,Films (English),5,Sonic the Hedgehog 2,N/A,8200000,2.0667,4000000,1,FALSE,
12/3/23,Films (English),6,The Silencing,N/A,5800000,1.5667,3700000,1,FALSE,
12/3/23,Films (English),7,The Killer,N/A,7100000,2,3600000,4,FALSE,
12/3/23,Films (English),8,Dr. Seuss' The Grinch,N/A,4900000,1.4333,3400000,4,FALSE,
12/3/23,Films (English),9,The Super Mario Bros. Movie,N/A,4800000,1.5333,3100000,1,FALSE,
12/3/23,Films (English),10,The Christmas Chronicles,N/A,5300000,1.75,3000000,7,FALSE,
12/3/23,Films (Non-English),1,Last Call for Istanbul,N/A,13300000,1.5167,8800000,2,FALSE,
12/3/23,Films (Non-English),2,Crime Diaries: The Celebrity Stylist,N/A,4100000,1.1833,3500000,2,FALSE,
12/3/23,Films (Non-English),3,Leo (Hindi),N/A,6800000,2.7,2500000,1,FALSE,
12/3/23,Films (Non-English),4,Ilary Blasi: The One and Only,N/A,3400000,1.35,2500000,2,FALSE,
12/3/23,Films (Non-English),5,Mission Raniganj: The Great Bharat Rescue,N/A,5500000,2.25,2400000,1,FALSE,
12/3/23,Films (Non-English),6,Elena Knows,N/A,4000000,1.6833,2400000,2,FALSE,
12/3/23,Films (Non-English),7,All-Time High,N/A,3400000,1.7167,2000000,3,FALSE,
12/3/23,Films (Non-English),8,Believer 2,N/A,3400000,1.9333,1800000,3,FALSE,
12/3/23,Films (Non-English),9,Women on the Edge,N/A,2700000,1.5833,1700000,1,FALSE,
12/3/23,Films (Non-English),10,The Three Musketeers: D'Artagnan,N/A,3400000,2.0167,1700000,1,FALSE,
12/3/23,TV (English),1,Squid Game: The Challenge,Squid Game: The Challenge: Season 1,85000000,7.4333,11400000,2,FALSE,
12/3/23,TV (English),2,Bad Surgeon: Love Under the Knife,Bad Surgeon: Love Under the Knife: Season 1,19800000,2.6667,7400000,1,FALSE,
12/3/23,TV (English),3,Obliterated,Obliterated: Season 1,47600000,6.8333,7000000,1,FALSE,
12/3/23,TV (English),4,The Crown,The Crown: Season 6,13100000,3.3167,3900000,3,FALSE,
12/3/23,TV (English),5,CoComelon Lane,CoComelon Lane: Season 1,11000000,3.9167,2800000,2,FALSE,
12/3/23,TV (English),6,Virgin River,Virgin River: Season 5,25300000,9.2667,2700000,7,FALSE,
12/3/23,TV (English),7,Young Sheldon,Young Sheldon: Season 1,19300000,7.2167,2700000,2,FALSE,
12/3/23,TV (English),8,All the Light We Cannot See,All the Light We Cannot See: Limited Series,7600000,3.8333,2000000,5,FALSE,
12/3/23,TV (English),9,Young Sheldon,Young Sheldon: Season 2,12100000,7.1667,1700000,1,FALSE,
12/3/23,TV (English),10,First Wives Club,First Wives Club: Season 1,5800000,3.9833,1500000,2,FALSE,
