week,category,weekly_rank,show_title,season_title,weekly_hours_viewed,runtime,weekly_views,cumulative_weeks_in_top_10,is_staggered_launch,episode_launch_details
1/14/24,TV (Non-English),5,The Manny,N/A,13600000,5.75,2400000,3,FALSE,
1/14/24,TV (Non-English),6,Delicious in Dungeon,Delicious in Dungeon: Season 1,1900000,0.8833,2200000,1,FALSE,
1/14/24,TV (Non-English),7,Single’s Inferno,Single’s Inferno: Season 3,24500000,13.95,1800000,5,FALSE,
1/14/24,TV (Non-English),8,Welcome to Samdal-ri,Welcome to Samdal-ri: Limited Series,22800000,0,1700000,5,TRUE,"[{""episodesLaunched"":8,""countryList"":[""CR"",""PR"",""VE"",""EC"",""SV"",""PE"",""BR"",""MX"",""CO"",""BO"",""HN"",""GQ"",""PY"",""DO"",""PA"",""CL"",""UY"",""GT"",""NI"",""CU"",""AR"",""BZ""]},{""episodesLaunched"":13,""countryList"":[""SG"",""PF"",""TW"",""NZ"",""TK"",""BT"",""NF"",""CK"",""MM"",""LA"",""NP"",""WF"",""NR"",""VN"",""CX"",""MN"",""UM"",""MO"",""LK"",""BN"",""BD"",""AU"",""HK"",""ID"",""PH"",""MY"",""CC"",""JP"",""KH"",""KI"",""KR"",""NU"",""TO"",""TV"",""NC"",""TL"",""PN"",""MV"",""IN"",""TH"",""FJ"",""WS"",""PG"",""SB"",""VU""]},{""episodesLaunched"":14,""countryList"":[""BQ"",""NG"",""GI"",""KW"",""LB"",""LT"",""YE"",""GB"",""CH"",""SD"",""YT"",""MZ"",""EH"",""QA"",""TZ"",""AL"",""FI"",""GP"",""GS"",""KN"",""TR"",""IS"",""NA"",""IL"",""RE"",""MU"",""BW"",""LU"",""DJ"",""IO"",""VC"",""BS"",""BA"",""AZ"",""CG"",""KY"",""ES"",""IE"",""SH"",""BI"",""KZ"",""DZ"",""CF"",""LC"",""OM"",""PM"",""MS"",""UG"",""SE"",""ME"",""SR"",""HR"",""RS"",""SM"",""PL"",""AO"",""BL"",""CI"",""MD"",""EE"",""MP"",""ZW"",""TN"",""ET"",""AW"",""TM"",""FK"",""TG"",""ST"",""LS"",""GY"",""UA"",""MG"",""SS"",""CD"",""CV"",""SK"",""AM"",""FO"",""EG"",""JO"",""VI"",""IR"",""GU"",""TJ"",""MR"",""PW"",""AE"",""GM"",""LV"",""IT"",""CA"",""MH"",""NL"",""NO"",""MK"",""BJ"",""JE"",""HT"",""ML"",""MQ"",""SX"",""NE"",""SA"",""AQ"",""LI"",""VA"",""VG"",""DE"",""RW"",""CM"",""SO"",""AS"",""GF"",""MT"",""HM"",""AI"",""BB"",""GN"",""SI"",""BF"",""GD"",""KG"",""PK"",""CZ"",""IQ"",""AD"",""FR"",""TC"",""UZ"",""FM"",""PS"",""AT"",""KM"",""SZ"",""ZA"",""HU"",""MC"",""LY"",""BG"",""MA"",""KE"",""DM"",""PT"",""TD"",""BY"",""ZM"",""ER"",""SN"",""MW"",""AG"",""RO"",""TT"",""CW"",""SL"",""LR"",""SC"",""BM"",""GG"",""AF"",""CY"",""GH"",""BH"",""GE"",""RU"",""GL"",""IM"",""GW"",""GA"",""BE"",""DK"",""MF"",""JM"",""US"",""GR""]}]"
1/14/24,TV (Non-English),9,True Beauty,True Beauty: Limited Series,26600000,20.0167,1300000,7,FALSE,
1/14/24,TV (Non-English),10,Love is Blind: Sweden,Love is Blind: Sweden: Season 1,4700000,4.15,1100000,1,FALSE,
1/7/24,Films (English),1,The Equalizer 3,N/A,26800000,1.8167,14800000,1,FALSE,
1/7/24,Films (English),2,Rebel Moon — Part One: A Child of Fire,N/A,25100000,2.2667,11100000,3,FALSE,
1/7/24,Films (English),3,Leave the World Behind,N/A,18700000,2.3667,7900000,5,FALSE,
1/7/24,Films (English),4,Exodus: Gods and Kings,N/A,18600000,2.5,7400000,1,FALSE,
1/7/24,Films (English),5,Aquaman,N/A,16800000,2.3833,7000000,1,FALSE,
1/7/24,Films (English),6,The Super Mario Bros. Movie,N/A,8700000,1.5333,5700000,6,FALSE,
1/7/24,Films (English),7,Leo,N/A,9800000,1.7833,5500000,7,FALSE,
1/7/24,Films (English),8,Those Who Wish Me Dead,N/A,8600000,1.6667,5200000,1,FALSE,
1/7/24,Films (English),9,Bitconned,N/A,7700000,1.5667,4900000,1,FALSE,
1/7/24,Films (English),10,Chicken Run: Dawn of the Nugget,N/A,8000000,1.7,4700000,4,FALSE,
1/7/24,Films (Non-English),1,Society of the Snow,N/A,55800000,2.4333,22900000,1,FALSE,
1/7/24,Films (Non-English),2,"Thank You, I'm Sorry",N/A,5300000,1.5167,3500000,2,FALSE,
1/7/24,Films (Non-English),3,A Vampire in the Family,N/A,5000000,1.5,3300000,2,FALSE,
1/7/24,Films (Non-English),4,Annapoorni,N/A,7500000,2.4167,3100000,1,FALSE,
1/7/24,Films (Non-English),5,The Abandoned,N/A,4400000,1.75,2500000,1,FALSE,
1/7/24,Films (Non-English),6,Cindy la Regia,N/A,4500000,1.8,2500000,1,FALSE,
1/7/24,Films (Non-English),7,Curry & Cyanide - The Jolly Joseph Case,N/A,3500000,1.6333,2100000,3,FALSE,
1/7/24,Films (Non-English),8,Hi Nanna,N/A,5100000,2.6,2000000,1,FALSE,
1/7/24,Films (Non-English),9,Kho Gaye Hum Kahan,N/A,4000000,2.25,1800000,2,FALSE,
1/7/24,Films (Non-English),10,Nowhere,N/A,2300000,1.8167,1300000,12,FALSE,
1/7/24,TV (English),1,Fool Me Once,Fool Me Once: Limited Series,238200000,6.4167,37100000,1,FALSE,
1/7/24,TV (English),2,Dave Chappelle: The Dreamer,N/A,9700000,0.95,10200000,2,FALSE,
1/7/24,TV (English),3,You Are What You Eat: A Twin Experiment,You Are What You Eat: A Twin Experiment: Limited Series,26700000,3.3333,8000000,1,FALSE,
1/7/24,TV (English),4,My Life With the Walter Boys,My Life With the Walter Boys: Season 1,33800000,7.6167,4400000,5,FALSE,
1/7/24,TV (English),5,The Brothers Sun,The Brothers Sun: Season 1,30200000,7.3333,4100000,1,FALSE,
1/7/24,TV (English),6,Captains of the World,Captains of the World: Season 1,17300000,4.7333,3700000,1,FALSE,
1/7/24,TV (English),7,The Crown,The Crown: Season 6,21500000,8.75,2500000,8,FALSE,
1/7/24,TV (English),8,Ricky Gervais: Armageddon,N/A,2200000,1.05,2100000,2,FALSE,
1/7/24,TV (English),9,Obliterated,Obliterated: Season 1,13700000,6.8333,2000000,6,FALSE,
1/7/24,TV (English),10,Peppa Pig,Peppa Pig: Season 6,3500000,2.0333,1700000,1,FALSE,
1/7/24,TV (Non-English),1,Berlin,Berlin: Season 1,146400000,6.5667,22300000,2,FALSE,
1/7/24,TV (Non-English),2,The Manny,N/A,23300000,5.75,4100000,2,FALSE,
1/7/24,TV (Non-English),3,Gyeongseong Creature,Gyeongseong Creature: Season 1,39300000,11.5333,3400000,3,FALSE,
1/7/24,TV (Non-English),4,My Demon,My Demon: Limited Series,33800000,0,2800000,7,TRUE,"[{""episodesLaunched"":12,""countryList"":[""SR"",""MW"",""BH"",""TZ"",""KM"",""GD"",""LR"",""ET"",""IO"",""GI"",""HU"",""PF"",""MM"",""JP"",""AW"",""MK"",""GN"",""LC"",""CW"",""LY"",""BN"",""ME"",""AI"",""SI"",""KH"",""KE"",""LV"",""FJ"",""AS"",""BT"",""NA"",""CC"",""ST"",""RE"",""WS"",""JO"",""IM"",""YE"",""BE"",""UZ"",""OM"",""AO"",""DJ"",""NP"",""ES"",""HM"",""TV"",""AZ"",""BA"",""HT"",""MF"",""BJ"",""CX"",""SS"",""BW"",""SD"",""PW"",""AG"",""LU"",""MQ"",""IR"",""GW"",""EE"",""CI"",""PL"",""IL"",""LI"",""TR"",""AF"",""CA"",""PH"",""NE"",""GM"",""FI"",""MD"",""NL"",""DK"",""SB"",""EH"",""SX"",""CY"",""SO"",""MC"",""AD"",""AM"",""MT"",""GG"",""NR"",""CG"",""BS"",""AT"",""SN"",""NC"",""JE"",""KZ"",""MV"",""KR"",""ER"",""IN"",""MY"",""TW"",""FK"",""MN"",""SA"",""VI"",""VN"",""LK"",""HR"",""NU"",""MS"",""RU"",""KW"",""NO"",""TL"",""MO"",""ID"",""HK"",""WF"",""MR"",""BM"",""VA"",""LB"",""US"",""JM"",""RW"",""VG"",""SH"",""BD"",""UM"",""GE"",""KN"",""KY"",""MA"",""SC"",""MP"",""QA"",""NG"",""YT"",""MH"",""TC"",""VU"",""IS"",""CV"",""GY"",""PG"",""TM"",""FM"",""CZ"",""AE"",""DE"",""TO"",""CF"",""RS"",""VC"",""SE"",""TJ"",""TT"",""IT"",""BQ"",""MZ"",""GR"",""PK"",""GH"",""DZ"",""DM"",""CD"",""NF"",""UG"",""RO"",""FO"",""BL"",""TD"",""NZ"",""PN"",""BF"",""LT"",""MG"",""SM"",""GF"",""UA"",""PM"",""TG"",""BB"",""KG"",""TN"",""BI"",""GS"",""GL"",""ZW"",""ML"",""SG"",""IQ"",""CK"",""BY"",""PS"",""CM"",""CH"",""GB"",""GU"",""GA"",""SK"",""TK"",""IE"",""LA"",""MU"",""SZ"",""ZM"",""GP"",""ZA"",""EG"",""LS"",""TH"",""AU"",""AQ"",""KI"",""AL"",""FR"",""SL"",""PT"",""BG""]},{""episodesLaunched"":10,""countryList"":[""EC"",""PE"",""VE"",""HN"",""PY"",""SV"",""BO"",""CL"",""BZ"",""GT"",""DO"",""CR"",""PA"",""BR"",""GQ"",""PR"",""CU"",""AR"",""UY"",""MX"",""CO"",""NI""]}]"
1/7/24,TV (Non-English),5,Pokémon Concierge,Pokémon Concierge: Season 1,3100000,1.1833,2600000,2,FALSE,
1/7/24,TV (Non-English),6,Welcome to Samdal-ri,Welcome to Samdal-ri: Limited Series,22500000,0,2200000,4,TRUE,"[{""episodesLaunched"":11,""countryList"":[""KI"",""NZ"",""TH"",""JP"",""NU"",""TO"",""TV"",""TL"",""PN"",""SB"",""HK"",""KH"",""WF"",""MO"",""ID"",""PH"",""UM"",""IN"",""SG"",""CX"",""MM"",""CC"",""CK"",""FJ"",""BT"",""PG"",""NF"",""NC"",""KR"",""WS"",""MN"",""NR"",""MY"",""LA"",""TW"",""BD"",""PF"",""NP"",""VU"",""BN"",""MV"",""TK"",""AU"",""VN"",""LK""]},{""episodesLaunched"":12,""countryList"":[""SM"",""NL"",""BH"",""ER"",""AM"",""QA"",""CA"",""CW"",""MG"",""IE"",""ET"",""GD"",""SN"",""IR"",""DM"",""ZW"",""LR"",""SC"",""NE"",""LS"",""GR"",""IL"",""RE"",""ST"",""BE"",""DK"",""GN"",""UA"",""SI"",""PK"",""BJ"",""TZ"",""GW"",""CI"",""MD"",""SK"",""AD"",""MZ"",""GB"",""IS"",""HR"",""MQ"",""CG"",""FR"",""FK"",""EG"",""MC"",""CM"",""MR"",""VA"",""VG"",""AW"",""CD"",""CV"",""AG"",""SA"",""AQ"",""BY"",""ZM"",""NA"",""RW"",""EH"",""AE"",""GM"",""BA"",""SO"",""OM"",""PM"",""UG"",""GA"",""PT"",""YE"",""AF"",""CH"",""SD"",""YT"",""BG"",""DJ"",""IO"",""MH"",""KY"",""MT"",""BM"",""HU"",""AT"",""KM"",""SZ"",""ZA"",""FM"",""BI"",""KZ"",""JE"",""FO"",""BQ"",""NG"",""AS"",""GF"",""TR"",""DZ"",""ES"",""IT"",""SL"",""SE"",""JO"",""VI"",""GL"",""VC"",""GE"",""RU"",""RS"",""NO"",""LI"",""LU"",""MW"",""MK"",""HM"",""GY"",""TN"",""RO"",""TT"",""PW"",""IM"",""MU"",""TG"",""CZ"",""IQ"",""GH"",""BS"",""GG"",""HT"",""FI"",""GP"",""GS"",""KN"",""MP"",""SX"",""ME"",""TD"",""SH"",""CY"",""AL"",""CF"",""LC"",""AO"",""BL"",""MA"",""EE"",""MF"",""BF"",""LV"",""AZ"",""TC"",""UZ"",""MS"",""ML"",""BB"",""GU"",""TJ"",""DE"",""GI"",""KW"",""LB"",""LT"",""JM"",""US"",""LY"",""KG"",""SS"",""KE"",""PS"",""BW"",""SR"",""AI"",""TM"",""PL""]},{""episodesLaunched"":6,""countryList"":[""VE"",""GT"",""AR"",""SV"",""PY"",""BZ"",""PE"",""EC"",""DO"",""CU"",""NI"",""PR"",""PA"",""CO"",""CR"",""BR"",""BO"",""HN"",""GQ"",""MX"",""UY"",""CL""]}]"
1/7/24,TV (Non-English),7,Single’s Inferno,Single’s Inferno: Season 3,21500000,11.3333,1900000,4,FALSE,
1/7/24,TV (Non-English),8,True Beauty,True Beauty: Limited Series,34600000,20.0167,1700000,6,FALSE,
1/7/24,TV (Non-English),9,Yu Yu Hakusho,Yu Yu Hakusho: Season 1,6400000,4.1833,1500000,4,FALSE,
1/7/24,TV (Non-English),10,Money Heist,Money Heist: Part 1,15200000,0,1500000,9,TRUE,"[{""episodesLaunched"":13,""countryList"":[""FJ"",""LS"",""MR"",""PA"",""PL"",""UY"",""RW"",""VA"",""AZ"",""NO"",""GR"",""CC"",""AD"",""AS"",""KM"",""IE"",""PN"",""HM"",""GW"",""CY"",""BW"",""KY"",""PF"",""FR"",""NR"",""VU"",""VI"",""PH"",""UM"",""PR"",""RE"",""SE"",""IL"",""GU"",""PG"",""RU"",""MD"",""GP"",""GQ"",""SZ"",""DM"",""KN"",""LI"",""ID"",""DK"",""CW"",""ML"",""DJ"",""PS"",""MH"",""TW"",""FK"",""SX"",""HN"",""PM"",""BH"",""TR"",""GS"",""MX"",""SL"",""LC"",""BB"",""MQ"",""MS"",""GL"",""IS"",""SD"",""AG"",""HK"",""JO"",""LB"",""CX"",""PK"",""AM"",""VG"",""FM"",""GB"",""SV"",""PY"",""SM"",""AL"",""NF"",""TD"",""TN"",""NA"",""MA"",""KI"",""NG"",""EH"",""GE"",""PW"",""GY"",""ST"",""AT"",""CL"",""DO"",""NZ"",""NI"",""US"",""NU"",""CF"",""SS"",""BJ"",""TH"",""LR"",""EC"",""RO"",""CD"",""SI"",""LT"",""MU"",""GG"",""PT"",""QA"",""BE"",""NC"",""TC"",""SC"",""IQ"",""BY"",""MK"",""AQ"",""AR"",""IO"",""BM"",""CG"",""BF"",""CI"",""CU"",""IM"",""SR"",""JM"",""GT"",""UZ"",""ZW"",""GF"",""CZ"",""MZ"",""MW"",""LA"",""CR"",""BD"",""CK"",""HT"",""BI"",""CO"",""SK"",""MV"",""YT"",""LU"",""NE"",""UG"",""PE"",""VE"",""CM"",""LV"",""KR"",""BS"",""MN"",""MF"",""AO"",""TL"",""RS"",""IN"",""BO"",""TJ"",""BL"",""SO"",""KW"",""TT"",""LY"",""GI"",""ER"",""ZA"",""SN"",""CH"",""NL"",""IT"",""BA"",""BQ"",""DZ"",""GA"",""ET"",""LK"",""KZ"",""VN"",""FO"",""WS"",""FI"",""TO"",""UA"",""MP"",""EG"",""GH"",""NP"",""KE"",""CV"",""SA"",""SB"",""MM"",""MC"",""OM"",""AF"",""BG"",""MT"",""KG"",""GM"",""AU"",""HU"",""TK"",""AI"",""MY"",""AE"",""GN"",""HR"",""CA"",""VC"",""EE"",""AW"",""MO"",""JE"",""KH"",""TM"",""GD"",""BT"",""BZ"",""IR"",""MG"",""TZ"",""JP"",""YE"",""DE"",""SH"",""SG"",""TV"",""ME"",""ZM"",""WF"",""BR"",""BN"",""TG""]},{""episodesLaunched"":9,""countryList"":[""ES""]}]"
12/31/23,Films (English),1,Rebel Moon — Part One: A Child of Fire,N/A,77000000,2.2667,34000000,2,FALSE,
12/31/23,Films (English),2,Leave the World Behind,N/A,34600000,2.3667,14600000,4,FALSE,
12/31/23,Films (English),3,Pretty Woman,N/A,16600000,1.9833,8400000,1,FALSE,
12/31/23,Films (English),4,Chicken Run: Dawn of the Nugget,N/A,14000000,1.7,8200000,3,FALSE,
12/31/23,Films (English),5,The Super Mario Bros. Movie,N/A,11300000,1.5333,7400000,5,FALSE,
12/31/23,Films (English),6,Leo,N/A,12000000,1.7833,6700000,6,FALSE,
12/31/23,Films (English),7,Top Gun: Maverick,N/A,13400000,2.1667,6200000,1,FALSE,
12/31/23,Films (English),8,Sniper: Ultimate Kill,N/A,9400000,1.55,6100000,2,FALSE,
12/31/23,Films (English),9,The Boss Baby: Family Business,N/A,10500000,1.7833,5900000,1,FALSE,
12/31/23,Films (English),10,Sniper: Assassin's End,N/A,9100000,1.5833,5700000,3,FALSE,
12/31/23,Films (Non-English),1,A Vampire in the Family,N/A,11400000,1.5,7600000,1,FALSE,
12/31/23,Films (Non-English),2,Curry & Cyanide - The Jolly Joseph Case,N/A,10600000,1.6333,6500000,2,FALSE,
12/31/23,Films (Non-English),3,"Thank You, I'm Sorry",N/A,4400000,1.5167,2900000,1,FALSE,
12/31/23,Films (Non-English),4,Kho Gaye Hum Kahan,N/A,6300000,2.25,2800000,1,FALSE,
12/31/23,Films (Non-English),5,A Very Good Girl,N/A,4700000,1.9667,2400000,1,FALSE,
12/31/23,Films (Non-English),6,Sajini Shinde Ka Viral Video,N/A,4300000,1.9,2300000,2,FALSE,
12/31/23,Films (Non-English),7,The Taming of the Shrewd 2,N/A,2900000,1.6667,1700000,2,FALSE,
12/31/23,Films (Non-English),8,AKA,N/A,3500000,2.0667,1700000,6,FALSE,
12/31/23,Films (Non-English),9,Nowhere,N/A,2600000,1.8167,1400000,11,FALSE,
12/31/23,Films (Non-English),10,Malbatt: Misi Bakara,N/A,3000000,2.1833,1400000,1,FALSE,
12/31/23,TV (English),1,Ricky Gervais: Armageddon,N/A,8400000,1.05,8000000,1,FALSE,
12/31/23,TV (English),2,My Life With the Walter Boys,My Life With the Walter Boys: Season 1,41400000,7.6167,5400000,4,FALSE,
12/31/23,TV (English),3,The Crown,The Crown: Season 6,31600000,8.75,3600000,7,FALSE,
12/31/23,TV (English),4,Obliterated,Obliterated: Season 1,17800000,6.8333,2600000,5,FALSE,
12/31/23,TV (English),5,Dave Chappelle: The Dreamer,N/A,2100000,0.95,2200000,1,FALSE,
12/31/23,TV (English),6,Fireplace 4K: Crackling Birchwood from Fireplace for Your Home,N/A,1900000,1,1900000,2,FALSE,
12/31/23,TV (English),7,World War II: From the Frontlines,World War II: From the Frontlines: Season 1,8800000,4.85,1800000,4,FALSE,
12/31/23,TV (English),8,Trevor Noah: Where Was I,N/A,1900000,1.1333,1700000,2,FALSE,
12/31/23,TV (English),9,Young Sheldon,Young Sheldon: Season 1,11000000,7.2167,1500000,6,FALSE,
12/31/23,TV (English),10,Bebefinn Playtime,N/A,1500000,1.0167,1500000,1,FALSE,
12/31/23,TV (Non-English),1,Berlin,Berlin: Season 1,74300000,6.5667,11300000,1,FALSE,
12/31/23,TV (Non-English),2,The Manny,N/A,47000000,5.75,8200000,1,FALSE,
12/31/23,TV (Non-English),3,Gyeongseong Creature,Gyeongseong Creature: Season 1,48500000,7.9833,6100000,2,FALSE,
12/31/23,TV (Non-English),4,My Demon,My Demon: Limited Series,27700000,0,2800000,6,TRUE,"[{""episodesLaunched"":8,""countryList"":[""UY"",""BO"",""AR"",""GT"",""SV"",""PR"",""CL"",""CU"",""VE"",""DO"",""PE"",""HN"",""BZ"",""PA"",""CO"",""MX"",""CR"",""EC"",""GQ"",""NI"",""BR"",""PY""]},{""episodesLaunched"":10,""countryList"":[""DE"",""MW"",""GG"",""SL"",""LU"",""VU"",""SO"",""CW"",""SX"",""GA"",""AL"",""SC"",""UA"",""ML"",""LK"",""AQ"",""CY"",""NO"",""TL"",""LB"",""CX"",""JP"",""AF"",""CA"",""FO"",""FJ"",""GS"",""AI"",""SI"",""SE"",""IQ"",""JE"",""FM"",""IS"",""GY"",""PG"",""MA"",""MH"",""TC"",""KI"",""BL"",""AM"",""RE"",""US"",""AO"",""DJ"",""IL"",""LI"",""CI"",""PL"",""IE"",""CV"",""MC"",""WS"",""JO"",""CH"",""BM"",""GM"",""RW"",""MR"",""TR"",""GL"",""AZ"",""BA"",""HT"",""MF"",""ZW"",""TG"",""GB"",""VN"",""NP"",""TM"",""HU"",""KY"",""AU"",""TT"",""CD"",""SD"",""BN"",""ME"",""NF"",""CC"",""ST"",""VA"",""NR"",""GR"",""PK"",""CM"",""CG"",""GU"",""KR"",""PM"",""WF"",""SH"",""GP"",""ZA"",""BE"",""UZ"",""LC"",""RU"",""TV"",""MV"",""AD"",""BF"",""LT"",""BG"",""FK"",""MN"",""DK"",""CF"",""RS"",""VC"",""HK"",""PH"",""TK"",""MZ"",""TN"",""GW"",""SN"",""BS"",""FI"",""MD"",""NL"",""AW"",""BQ"",""AT"",""BI"",""JM"",""LR"",""KZ"",""VI"",""TD"",""MT"",""ER"",""IN"",""MY"",""MP"",""GD"",""IM"",""YE"",""SK"",""UG"",""GH"",""GF"",""OM"",""IR"",""AS"",""CK"",""SA"",""BJ"",""QA"",""TH"",""CZ"",""PT"",""MO"",""DM"",""GN"",""ET"",""PF"",""ZM"",""FR"",""ID"",""BD"",""UM"",""BW"",""KH"",""RO"",""DZ"",""KE"",""LV"",""IT"",""TW"",""GE"",""KN"",""KW"",""IO"",""BH"",""TZ"",""PW"",""VG"",""AG"",""EE"",""MG"",""SM"",""NG"",""BT"",""KM"",""BY"",""PS"",""SG"",""NZ"",""SS"",""MS"",""SR"",""LA"",""MU"",""SZ"",""EH"",""EG"",""LS"",""NC"",""AE"",""SB"",""TJ"",""NE"",""MM"",""PN"",""BB"",""KG"",""YT"",""LY"",""ES"",""HM"",""MK"",""GI"",""NA"",""HR"",""NU"",""MQ"",""TO""]}]"
12/31/23,TV (Non-English),5,Yu Yu Hakusho,Yu Yu Hakusho: Season 1,11000000,4.1833,2600000,3,FALSE,
12/31/23,TV (Non-English),6,Pokémon Concierge,Pokémon Concierge: Season 1,3100000,1.1833,2600000,1,FALSE,
12/31/23,TV (Non-English),7,Single’s Inferno,Single’s Inferno: Season 3,19400000,8.9167,2200000,3,FALSE,
12/31/23,TV (Non-English),8,The Golden Hour,The Golden Hour: Season 1,10300000,4.8833,2100000,2,FALSE,
12/31/23,TV (Non-English),9,True Beauty,True Beauty: Limited Series,38600000,20.0167,1900000,5,FALSE,
12/31/23,TV (Non-English),10,Welcome to Samdal-ri,Welcome to Samdal-ri: Limited Series,15300000,0,1600000,3,TRUE,"[{""episodesLaunched"":4,""countryList"":[""PY"",""CO"",""PE"",""BZ"",""BO"",""HN"",""PR"",""GQ"",""EC"",""SV"",""MX"",""VE"",""DO"",""BR"",""PA"",""NI"",""UY"",""CL"",""AR"",""CU"",""CR"",""GT""]},{""episodesLaunched"":9,""countryList"":[""TH"",""AU"",""BT"",""ID"",""TK"",""LK"",""VU"",""HK"",""LA"",""CX"",""MN"",""MY"",""UM"",""NR"",""CC"",""SG"",""MO"",""TL"",""KI"",""KH"",""FJ"",""WF"",""BD"",""PN"",""SB"",""NZ"",""NC"",""CK"",""NF"",""VN"",""PF"",""IN"",""KR"",""MM"",""JP"",""PH"",""NP"",""TW"",""MV"",""WS"",""NU"",""TO"",""TV"",""BN"",""PG""]},{""episodesLaunched"":10,""countryList"":[""DJ"",""IO"",""MF"",""EE"",""CY"",""HR"",""BH"",""MS"",""GH"",""IT"",""MP"",""BS"",""AZ"",""GR"",""AE"",""GM"",""BG"",""LR"",""SC"",""GN"",""NE"",""PL"",""ER"",""BQ"",""NG"",""SN"",""MW"",""LU"",""BM"",""MK"",""MU"",""EG"",""IM"",""MG"",""JE"",""PW"",""LY"",""MZ"",""IS"",""KG"",""GL"",""GD"",""AT"",""KM"",""SZ"",""ZA"",""AW"",""MQ"",""EH"",""CZ"",""IQ"",""GA"",""MR"",""KE"",""TC"",""UZ"",""LV"",""SL"",""DM"",""SE"",""MC"",""GY"",""UG"",""QA"",""UA"",""CA"",""AM"",""SH"",""VC"",""NL"",""CF"",""LC"",""NO"",""IE"",""BF"",""ME"",""GW"",""MH"",""AS"",""GF"",""JO"",""VI"",""DE"",""NA"",""TG"",""AO"",""BL"",""CW"",""AF"",""DZ"",""BA"",""SS"",""SK"",""SM"",""ES"",""AQ"",""BI"",""KZ"",""IR"",""BE"",""DK"",""TZ"",""LI"",""BW"",""RO"",""TT"",""SI"",""ET"",""JM"",""US"",""FM"",""OM"",""PM"",""TM"",""FO"",""BB"",""TD"",""AG"",""TR"",""FI"",""GP"",""GS"",""KN"",""IL"",""RE"",""SA"",""GU"",""TJ"",""RW"",""VA"",""VG"",""SX"",""GG"",""FK"",""GB"",""GE"",""RU"",""RS"",""ZW"",""BY"",""ZM"",""FR"",""AL"",""MT"",""ML"",""HM"",""SO"",""YE"",""CD"",""CV"",""ST"",""HT"",""BJ"",""LS"",""AD"",""KY"",""CG"",""PK"",""HU"",""TN"",""SR"",""CI"",""MD"",""MA"",""GI"",""KW"",""LB"",""LT"",""PS"",""CH"",""SD"",""YT"",""CM"",""AI"",""PT""]}]"
12/24/23,Films (English),1,Rebel Moon — Part One: A Child of Fire,N/A,54100000,2.2667,23900000,1,FALSE,
12/24/23,Films (English),2,Leave the World Behind,N/A,46700000,2.3667,19700000,3,FALSE,
12/24/23,Films (English),3,Chicken Run: Dawn of the Nugget,N/A,25400000,1.7,14900000,2,FALSE,
12/24/23,Films (English),4,The Super Mario Bros. Movie,N/A,11400000,1.5333,7400000,4,FALSE,
12/24/23,Films (English),5,Leo,N/A,12900000,1.7833,7200000,5,FALSE,
12/24/23,Films (English),6,Family Switch,N/A,11300000,1.7667,6400000,4,FALSE,
12/24/23,Films (English),7,Holiday in the Vineyards,N/A,10600000,1.7833,5900000,2,FALSE,
12/24/23,Films (English),8,Dr. Seuss' The Grinch,N/A,7900000,1.4333,5500000,6,FALSE,
12/24/23,Films (English),9,How the Grinch Stole Christmas,N/A,8900000,1.7333,5100000,4,FALSE,
12/24/23,Films (English),10,The Marine,N/A,7600000,1.5167,5000000,1,FALSE,
12/24/23,Films (Non-English),1,Blood Vessel,N/A,4800000,1.9833,2400000,3,FALSE,
12/24/23,Films (Non-English),2,Familia,N/A,4200000,1.7667,2400000,2,FALSE,
12/24/23,Films (Non-English),3,Shaolin Soccer,N/A,3600000,1.8667,1900000,1,FALSE,
12/24/23,Films (Non-English),4,Curry & Cyanide - The Jolly Joseph Case,N/A,2800000,1.6333,1700000,1,FALSE,
12/24/23,Films (Non-English),5,The Taming of the Shrewd 2,N/A,2600000,1.6667,1600000,1,FALSE,
12/24/23,Films (Non-English),6,AKA,N/A,2200000,2.0667,1100000,5,FALSE,
12/24/23,Films (Non-English),7,Nowhere,N/A,1900000,1.8167,1000000,10,FALSE,
12/24/23,Films (Non-English),8,Stolen Vacation,N/A,1600000,1.5333,1000000,3,FALSE,
12/24/23,Films (Non-English),9,Sajini Shinde Ka Viral Video,N/A,1700000,1.9,900000,1,FALSE,
12/24/23,Films (Non-English),10,The Rope Curse 3,N/A,1500000,1.8167,800000,1,FALSE,
12/24/23,TV (English),1,My Life With the Walter Boys,My Life With the Walter Boys: Season 1,57900000,7.6167,7600000,3,FALSE,
12/24/23,TV (English),2,The Crown,The Crown: Season 6,50000000,8.75,5700000,6,FALSE,
12/24/23,TV (English),3,Trevor Noah: Where Was I,N/A,4300000,1.1333,3800000,1,FALSE,
12/24/23,TV (English),4,Obliterated,Obliterated: Season 1,22200000,6.8333,3200000,4,FALSE,
12/24/23,TV (English),5,Car Masters: Rust to Riches,Car Masters: Rust to Riches: Season 5,13900000,5.3,2600000,2,FALSE,
12/24/23,TV (English),6,World War II: From the Frontlines,World War II: From the Frontlines: Season 1,12200000,4.85,2500000,3,FALSE,
12/24/23,TV (English),7,CoComelon Lane,CoComelon Lane: Season 1,6400000,3.9167,1600000,5,FALSE,
12/24/23,TV (English),8,Fireplace 4K: Crackling Birchwood from Fireplace for Your Home,N/A,1500000,1,1500000,1,FALSE,
12/24/23,TV (English),9,Young Sheldon,Young Sheldon: Season 1,10700000,7.2167,1500000,5,FALSE,
